employeur_or,employeur,commune,lat,long,departement,pays,type_employ,intitule_or,intitule,type,date,annee
CEA centre de Saclay,Commissariat à l'énergie atomique et aux énergies alternatives,Gif-sur-Yvette,48.701388888889,2.1336111111111,Essonne,France,Établissement public,3 archivistes pour des missions en interim de 6 à 18 mois,archiviste pour mission en interim de 6 à 18 mois,Public,31/10/2017,2017
ville de Roubaix,Roubaix,Roubaix,50.69,3.1816666666667,Nord,France,Commune,un conservateur du patrimoine,un conservateur du patrimoine,Public,31/05/2011,2011
infeurope S.A,infeurope S.A,Luxembourg,49.610555555556,6.1327777777778,NA,Luxembourg,Entreprise,a consultant Junior Records management,a consultant Junior Records management,Privé,30/10/2017,2017
ville de Rouen,Rouen,Rouen,49.443055555556,1.1025,Seine-Maritime,France,Commune,un archiviste (f/h),un archiviste,Public,10/03/2019,2019
ville de Rueil-Malmaison,Rueil-Malmaison,Rueil-Malmaison,48.877777777778,2.1883333333333,Hauts-de-Seine,France,Commune,un Archiviste H/F,un Archiviste,Public,01/02/2021,2021
société SICEM,SICEM,Issy-les-Moulineaux,48.823055555556,2.2691666666667,Hauts-de-Seine,France,Entreprise,un chef de projet progiciel Archives (h/f),un chef de projet progiciel Archives,Privé,23/10/2017,2017
ville de Saint-Etienne,Saint-Étienne,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Commune,un responsable Des actions culturelles et médiation (h/f),un responsable Des actions culturelles et médiation,Public,11/03/2019,2019
ville de Saint-Etienne,Saint-Étienne,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Commune,"un Archiviste, responsable Des publics et de la diffusion numérique (H/F)","un Archiviste, responsable Des publics et de la diffusion numérique",Public,21/09/2017,2017
ville de Saint-Etienne,Saint-Étienne,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Commune,un(e) responsable Des fonds et collections (h/f),un responsable Des fonds et collections,Public,11/12/2015,2015
Chambre de commerce et d’industrie de région Paris Ile-de-France,CCI Paris Île-de-France,Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,2 archivistes (H/F) [CDD 5 mois],archiviste [CDD 5 mois],Public,12/10/2017,2017
Chambre de commerce et d’industrie de région Paris Ile-de-France,CCI Paris Île-de-France,Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,2 archivistes (H/F) [CDD 5 mois],archiviste [CDD 5 mois],Public,12/10/2017,2017
société Novarchive,Novarchive,Rosny-sur-Seine,48.999722222222,1.6316666666667,Yvelines,France,Entreprise,un Archiviste Expert (h/f) [CDD 6 mois],un Archiviste Expert [CDD 6 mois],Privé,12/10/2017,2017
e-sis 59/62,e-sis 59/62,NA,,,NA,France,Établissement public,un Chef de projet - Consultant en ingénierie documentaire (H/F),un Chef de projet - Consultant en ingénierie documentaire,Public,10/10/2017,2017
ville de Saint-Etienne,Saint-Étienne,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Commune,un responsable Du pôle Constitution des fonds,un responsable Du pôle Constitution des fonds,Public,07/07/2011,2011
ville de Saint-Etienne,Saint-Étienne,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Commune,un archiviste - responsable Du pôle Constitution des fonds (h/f),un archiviste - responsable Du pôle Constitution des fonds,Public,04/03/2011,2011
ville de Saint-Etienne,Saint-Étienne,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Commune,un directeur des archives municipales (h/f),un directeur des archives municipales,Public,04/05/2010,2010
ville de Saint-Herblain,Saint-Herblain,Saint-Herblain,47.211388888889,-1.6511111111111,Loire-Atlantique,France,Commune,Un.e archiviste (H/F),archiviste,Public,15/01/2021,2021
ville de Saint-Laurent-du-Var,Saint-Laurent-du-Var,Saint-Laurent-du-Var,43.673333333333,7.19,Alpes-Maritimes,France,Commune,un chef du service archives-documentation,un chef du service archives-documentation,Public,06/07/2012,2012
ville de Saint-Maurice,Saint-Maurice,Saint-Maurice,48.818333333333,2.4347222222222,Val-de-Marne,France,Commune,un adjoint du patrimoine (H/F),un adjoint du patrimoine,Public,26/04/2018,2018
ville de Saint-Ouen,Saint-Ouen-sur-Seine,Saint-Ouen-sur-Seine,48.906944444444,2.3330555555556,Seine-Saint-Denis,France,Commune,un archiviste (H/F),un archiviste,Public,22/06/2012,2012
ville de Saint-Ouen Aumone,Saint-Ouen-l'Aumône,Saint-Ouen-l'Aumône,49.044166666667,2.1102777777778,Val-d'Oise,France,Commune,archiviste,archiviste,Public,14/04/2009,2009
ville de Saint-Ouen Aumône,Saint-Ouen-l'Aumône,Saint-Ouen-l'Aumône,49.044166666667,2.1102777777778,Val-d'Oise,France,Commune,un archiviste manager (h/f),un archiviste manager,Public,06/03/2017,2017
ville de Savigny-sur-Orge,Savigny-sur-Orge,Savigny-sur-Orge,48.673888888889,2.3525,Essonne,France,Commune,un archiviste (h/f),un archiviste,Public,15/04/2019,2019
ville de Sceaux,Sceaux,Sceaux,48.778611111111,2.2905555555556,Hauts-de-Seine,France,Commune, un chef du service archives-documentation h/f,un chef du service archives-documentation ,Public,06/10/2008,2008
groupe Galeries Lafayette,Le groupe Galeries Lafayette,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un archiviste pour la direction du patrimoine (h/f),un archiviste pour la direction du patrimoine,Privé,13/09/2017,2017
ville de Sète,Sète,Sète,43.404444444444,3.6966666666667,Hérault,France,Commune,un(e) directeur(rice) des Archives Municipales,un directeur des Archives Municipales,Public,28/11/2019,2019
ville de Sevran (Seine Saint Denis),Sevran,Sevran,48.941388888889,2.5227777777778,Seine-Saint-Denis,France,Commune,un(e) responsable Des archives municipales (h/f) - Cadre d’emplois des attachés territoriaux,un responsable Des archives municipales - Cadre d’emplois des attachés territoriaux,Public,25/07/2012,2012
Institut national d’études démographiques (Ined),Institut national d'études démographiques,Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,un-e archiviste (H/F),un archiviste,Public,28/08/2017,2017
ville de Sèvres,Sèvres,Sèvres,48.823055555556,2.2108333333333,Hauts-de-Seine,France,Commune,Un Assistant de conservation du patrimoine h/f,Un Assistant de conservation du patrimoine ,Public,11/02/2014,2014
ville de Sèvres,Sèvres,Sèvres,48.823055555556,2.2108333333333,Hauts-de-Seine,France,Commune,un Assistant de Conservation du Patrimoine h/f,un Assistant de Conservation du Patrimoine ,Public,20/05/2009,2009
ville de Sèvres,Sèvres,Sèvres,48.823055555556,2.2108333333333,Hauts-de-Seine,France,Commune,Un assistant de conservation du patrimoine (h/f),Un assistant de conservation du patrimoine,Public,28/01/2009,2009
ville de Sèvres,Sèvres,Sèvres,48.823055555556,2.2108333333333,Hauts-de-Seine,France,Commune,un archiviste (h/f),un archiviste,Public,27/06/2008,2008
ville de Stains,Stains,Stains,48.955277777778,2.3822222222222,Seine-Saint-Denis,France,Commune,un archiviste (h/f),un archiviste,Public,22/05/2014,2014
ville de Strasbourg,Strasbourg,Strasbourg,48.573333333333,7.7522222222222,Bas-Rhin,France,Commune,un-e assistant-e archiviste,un assistant archiviste,Public,22/03/2016,2016
CEA Paris-Saclay,Commissariat à l'énergie atomique et aux énergies alternatives,Fontenay-aux-Roses,48.789166666667,2.2855555555556,Hauts-de-Seine,France,Établissement public,un chargé d’affaires archives (h/f),un chargé d’affaires archives,Public,24/07/2017,2017
société Studia Conseil,Studia Conseil,NA,,,Gard,France,Entreprise,un(e) archiviste confirmé(e) pour une mission d’assistance à maitrise d’ouvrage (CDD 18 mois),un archiviste confirmé pour une mission d’assistance à maîtrise d’ouvrage (CDD 18 mois),Privé,21/07/2017,2017
société Studia Conseil,Studia Conseil,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un(e) archiviste,un archiviste,Privé,21/07/2017,2017
ville de Tarare,Tarare,Tarare,45.896111111111,4.4330555555556,Rhône,France,Commune,son/sa responsable Du service archives-documentation,son/sa responsable Du service archives-documentation,Public,21/09/2012,2012
ville de Tarbes,Tarbes,Tarbes,43.232777777778,0.074444444444444,Hautes-Pyrénées,France,Commune,Un archiviste  H/F,Un archiviste,Public,09/02/2015,2015
société SERDA Conseil,La société SERDA Conseil,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un Chargé d’études archivage et dématérialisation (h/f),un Chargé d’études archivage et dématérialisation,Privé,18/07/2017,2017
The Bank for International Settlements,The Bank for International Settlements,Bâle,47.560555555556,7.5905555555556,NA,Suisse,Entreprise,a Head of Records and Archives,a Head of Records and Archives,Privé,17/07/2017,2017
ville de Thonon,Thonon-les-Bains,Thonon-les-Bains,46.370555555556,6.4797222222222,Haute-Savoie,France,Commune,un(e) archiviste adjoint,un archiviste adjoint,Public,12/01/2009,2009
société GRAHAL,La société GRAHAL,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un Archiviste - Assistant à la gestion de projet (h/f),un Archiviste - Assistant à la gestion de projet,Privé,10/07/2017,2017
société Revelis,La société Revelis,Clichy,48.903611111111,2.3055555555556,Hauts-de-Seine,France,Entreprise,un archiviste consultant (h/f) (CDD 1 an),un archiviste consultant (CDD 1 an),Privé,07/07/2017,2017
BRGM,Bureau de recherches géologiques et minières,Orléans,47.902222222222,1.9041666666667,Loiret,France,Établissement public,un Responsable  Mission Centrale Archives (H/F),un Responsable Mission Centrale Archives,Public,03/07/2017,2017
diocèse d’Aix et d’Arles,archidiocèse d'Aix-en-Provence et Arles,Aix-en-Provence,43.527777777778,5.4455555555556,Bouches-du-Rhône,France,Entreprise,un archiviste diocésain (h/f),un archiviste diocésain,Privé,03/07/2017,2017
The Bank for International Settlements,The Bank for International Settlements,Bâle,47.560555555556,7.5905555555556,NA,Suisse,Entreprise,un Records and Archives Expert,un Records and Archives Expert,Privé,29/06/2017,2017
ville de Thonon-Les-Bains,Thonon-les-Bains,Thonon-les-Bains,46.370555555556,6.4797222222222,Haute-Savoie,France,Commune,un Attaché ou un Assistant Qualifié de Conservation du Patrimoine H/F,un Attaché ou un Assistant Qualifié de Conservation du Patrimoine,Public,04/03/2011,2011
Conseil international des archives,Conseil international des archives,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un Secrétaire général / a Secretary general (h/f),un Secrétaire général / a Secretary general,Privé,14/06/2017,2017
ville de Toulon,Toulon,Toulon,43.125,5.9305555555556,Var,France,Commune,un Archiviste (H/F),un Archiviste,Public,23/05/2019,2019
SAINT-GOBAIN Archives,Saint-Gobain Archives,Blois,47.593055555556,1.3272222222222,Loir-et-Cher,France,Entreprise,un chef de projet archivage électronique (h/f),un chef de projet archivage électronique,Privé,13/06/2017,2017
ville de Toulon,Toulon,Toulon,43.125,5.9305555555556,Var,France,Commune,Un-e responsable Des Archives contemporaines,Un responsable Des Archives contemporaines,Public,10/12/2013,2013
ville de Toulon,Toulon,Toulon,43.125,5.9305555555556,Var,France,Commune,Un responsable Des Archives contemporaines,Un responsable Des Archives contemporaines,Public,14/10/2013,2013
ville de Toulouse,Toulouse,Toulouse,43.604444444444,1.4438888888889,Haute-Garonne,France,Commune,"des archivistes, chargés de collecte (h/f) [CDD 2 ans]","des archivistes, chargés de collecte [CDD 2 ans]",Public,14/03/2019,2019
ville de Toulouse,Toulouse,Toulouse,43.604444444444,1.4438888888889,Haute-Garonne,France,Commune,"Un archiviste, chef de projet des archives audiovisuelles (h/f)","Un archiviste, chef de projet des archives audiovisuelles",Public,14/03/2019,2019
société Empreinte digitale,La société Empreinte digitale,Angers,47.472777777778,-0.55555555555556,Maine-et-Loire,France,Entreprise,un Responsable Marketing du logiciel Ligeo Archives,un Responsable Marketing du logiciel Ligeo Archives,Privé,23/05/2017,2017
groupe Galeries Lafayette,Le groupe Galeries Lafayette,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un archiviste pour la direction du patrimoine (h/f),un archiviste pour la direction du patrimoine,Privé,23/05/2017,2017
Poste,La Poste,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un Archiviste  à la Direction des archives du Groupe (CDD 18 mois),un Archiviste à la Direction des archives du Groupe (CDD 18 mois),Privé,23/05/2017,2017
société XDEMAT,La société XDEMAT,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,3 postes de consultants en dématérialisation et Archivage Electronique (h/f),poste de consultant en dématérialisation et Archivage Électronique,Privé,15/05/2017,2017
société XDEMAT,La société XDEMAT,Aix-en-Provence,43.527777777778,5.4455555555556,Bouches-du-Rhône,France,Entreprise,3 postes de consultants en dématérialisation et Archivage Electronique (h/f),poste de consultant en dématérialisation et Archivage Électronique,Privé,15/05/2017,2017
société XDEMAT,La société XDEMAT,Toulouse,43.604444444444,1.4438888888889,Haute-Garonne,France,Entreprise,3 postes de consultants en dématérialisation et Archivage Electronique (h/f),poste de consultant en dématérialisation et Archivage Électronique,Privé,15/05/2017,2017
ville de Toulouse,Toulouse,Toulouse,43.604444444444,1.4438888888889,Haute-Garonne,France,Commune,Un archiviste adjoint du directeur (h/f),Un archiviste adjoint du directeur,Public,07/12/2018,2018
société EVERIAL,EVERIAL,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un Chef de projet - Consultant en ingénierie documentaire H/F,un Chef de projet - Consultant en ingénierie documentaire,Privé,09/05/2017,2017
société VIRBAC,La société Virbac,Carros,43.7725,7.1933333333333,Alpes-Maritimes,France,Entreprise,un Technicien Archives-Documentation (H/F),un Technicien Archives-Documentation,Privé,09/05/2017,2017
Fonds de Coopération de Jeunesse et de Education Populaire (FONJEP),Le Fonds de Coopération de la Jeunesse et de l’Education Populaire (FONJEP),Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,un archiviste en charge de Mission PAJEP,un archiviste en charge de Mission PAJEP,Public,02/05/2017,2017
ville de Toulouse,Toulouse,Toulouse,43.604444444444,1.4438888888889,Haute-Garonne,France,Commune,"Un assistant archiviste, iconographe (h/f)","Un assistant archiviste, iconographe",Public,01/06/2018,2018
société SERDA Conseil,La société SERDA Conseil,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un Consultant fonctionnel GED et dématérialisation (h/f),un Consultant fonctionnel GED et dématérialisation,Privé,18/04/2017,2017
ville de Toulouse,Toulouse,Toulouse,43.604444444444,1.4438888888889,Haute-Garonne,France,Commune,"Un Archiviste, Chef du service Collecte (h/f)","Un Archiviste, Chef du service Collecte",Public,11/07/2017,2017
ville de Toulouse,Toulouse,Toulouse,43.604444444444,1.4438888888889,Haute-Garonne,France,Commune,un technicien supérieur territorial relieur-restaurateur,un technicien supérieur territorial relieur-restaurateur,Public,10/01/2008,2008
ville de Tourcoing,Tourcoing,Tourcoing,50.7225,3.1602777777778,Nord,France,Commune,un responsable Des Archives Municipales,un responsable Des Archives Municipales,Public,26/04/2007,2007
groupe Mobilitas,Le groupe Mobilitas,Besançon,47.242222222222,6.0213888888889,Doubs,France,Entreprise,Un(e) ingénieur archiviste,Un ingénieur archiviste,Privé,21/03/2017,2017
ville de Tourcoing,Tourcoing,Tourcoing,50.7225,3.1602777777778,Nord,France,Commune,un(e) assistant(e) ou Assistant(e) qualifié(e) de Conservation du Patrimoine et des Bibliothèques à la Direction de Médiathèque,un assistant ou Assistant qualifié de Conservation du Patrimoine et des Bibliothèques à la Direction de Médiathèque,Public,03/08/2006,2006
